EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,D2020,D2030,D2040,D2050,D2060,D2070
1525,"LIVESTOCK, RED RIVER",LIVESTOCK,D,RED RIVER,N,1484,1484,1484,1484,1484,1484
1526,"LIVESTOCK, REEVES",LIVESTOCK,F,REEVES,N,862,862,862,862,862,862
1527,"LIVESTOCK, REFUGIO",LIVESTOCK,L,REFUGIO,N,636,636,636,636,636,636
1528,"LIVESTOCK, ROBERTS",LIVESTOCK,A,ROBERTS,N,369,369,370,371,372,373
1529,"LIVESTOCK, ROBERTSON",LIVESTOCK,G,ROBERTSON,N,1612,1612,1612,1612,1612,1612
1530,"LIVESTOCK, ROCKWALL",LIVESTOCK,C,ROCKWALL,N,117,117,117,117,117,117
1531,"LIVESTOCK, RUNNELS",LIVESTOCK,F,RUNNELS,N,880,880,880,880,880,880
1532,"LIVESTOCK, RUSK",LIVESTOCK,I,RUSK,N,1207,1224,1246,1269,1292,1292
1533,"LIVESTOCK, SABINE",LIVESTOCK,I,SABINE,N,159,217,285,363,448,448
1534,"LIVESTOCK, SAN AUGUSTINE",LIVESTOCK,I,SAN AUGUSTINE,N,903,1000,1111,1240,1382,1382
1535,"LIVESTOCK, SAN JACINTO",LIVESTOCK,H,SAN JACINTO,N,386,386,386,386,386,386
1536,"LIVESTOCK, SAN PATRICIO",LIVESTOCK,N,SAN PATRICIO,N,406,406,406,406,406,406
1537,"LIVESTOCK, SAN SABA",LIVESTOCK,K,SAN SABA,N,1191,1191,1191,1191,1191,1191
1538,"LIVESTOCK, SCHLEICHER",LIVESTOCK,F,SCHLEICHER,N,535,535,535,535,535,535
1539,"LIVESTOCK, SCURRY",LIVESTOCK,F,SCURRY,N,504,504,504,504,504,504
1540,"LIVESTOCK, SHACKELFORD",LIVESTOCK,G,SHACKELFORD,N,840,840,840,840,840,840
1541,"LIVESTOCK, SHELBY",LIVESTOCK,I,SHELBY,N,5265,6273,7500,8997,10822,10822
1542,"LIVESTOCK, SHERMAN",LIVESTOCK,A,SHERMAN,N,3449,3631,3825,4034,4257,4497
1543,"LIVESTOCK, SMITH",LIVESTOCK,D,SMITH,Y,468,468,468,468,468,468
1543,"LIVESTOCK, SMITH",LIVESTOCK,I,SMITH,Y,1115,1115,1115,1115,1115,1115
1544,"LIVESTOCK, SOMERVELL",LIVESTOCK,G,SOMERVELL,N,158,158,158,158,158,158
1545,"LIVESTOCK, STARR",LIVESTOCK,M,STARR,N,1018,1018,1018,1018,1018,1018
1546,"LIVESTOCK, STEPHENS",LIVESTOCK,G,STEPHENS,N,486,486,486,486,486,486
1547,"LIVESTOCK, STERLING",LIVESTOCK,F,STERLING,N,322,322,322,322,322,322
1548,"LIVESTOCK, STONEWALL",LIVESTOCK,G,STONEWALL,N,458,458,458,458,458,458
1549,"LIVESTOCK, SUTTON",LIVESTOCK,F,SUTTON,N,479,479,479,479,479,479
1550,"LIVESTOCK, SWISHER",LIVESTOCK,O,SWISHER,N,2362,2481,2605,2735,2872,3015
1551,"LIVESTOCK, TARRANT",LIVESTOCK,C,TARRANT,N,723,723,723,723,723,723
1552,"LIVESTOCK, TAYLOR",LIVESTOCK,G,TAYLOR,N,963,963,963,963,963,963
1553,"LIVESTOCK, TERRELL",LIVESTOCK,E,TERRELL,N,238,238,238,238,238,238
1554,"LIVESTOCK, TERRY",LIVESTOCK,O,TERRY,N,270,288,309,332,356,395
1555,"LIVESTOCK, THROCKMORTON",LIVESTOCK,G,THROCKMORTON,N,672,672,672,672,672,672
1556,"LIVESTOCK, TITUS",LIVESTOCK,D,TITUS,N,930,930,930,930,930,930
1557,"LIVESTOCK, TOM GREEN",LIVESTOCK,F,TOM GREEN,N,1688,1688,1688,1688,1688,1688
1558,"LIVESTOCK, TRAVIS",LIVESTOCK,K,TRAVIS,N,704,704,704,704,704,704
1559,"LIVESTOCK, TRINITY",LIVESTOCK,H,TRINITY,Y,249,249,249,249,249,249
1559,"LIVESTOCK, TRINITY",LIVESTOCK,I,TRINITY,Y,478,478,478,478,478,478
1560,"LIVESTOCK, TYLER",LIVESTOCK,I,TYLER,N,288,288,288,288,288,288
1561,"LIVESTOCK, UPSHUR",LIVESTOCK,D,UPSHUR,N,1358,1358,1358,1358,1358,1358
1562,"LIVESTOCK, UPTON",LIVESTOCK,F,UPTON,N,119,119,119,119,119,119
1563,"LIVESTOCK, UVALDE",LIVESTOCK,L,UVALDE,N,1031,1031,1031,1031,1031,1031
1564,"LIVESTOCK, VAL VERDE",LIVESTOCK,J,VAL VERDE,N,533,533,533,533,533,533
1565,"LIVESTOCK, VAN ZANDT",LIVESTOCK,D,VAN ZANDT,N,2172,2172,2172,2172,2172,2172
1566,"LIVESTOCK, VICTORIA",LIVESTOCK,L,VICTORIA,N,1165,1165,1165,1165,1165,1165
1567,"LIVESTOCK, WALKER",LIVESTOCK,H,WALKER,N,652,652,652,652,652,652
1568,"LIVESTOCK, WALLER",LIVESTOCK,H,WALLER,N,1069,1069,1069,1069,1069,1069
1569,"LIVESTOCK, WARD",LIVESTOCK,F,WARD,N,109,109,109,109,109,109
1570,"LIVESTOCK, WASHINGTON",LIVESTOCK,G,WASHINGTON,N,1661,1661,1661,1661,1661,1661
1571,"LIVESTOCK, WEBB",LIVESTOCK,M,WEBB,N,1129,1129,1129,1129,1129,1129
1572,"LIVESTOCK, WHARTON",LIVESTOCK,K,WHARTON,Y,728,728,728,728,728,728
1572,"LIVESTOCK, WHARTON",LIVESTOCK,P,WHARTON,Y,789,789,789,789,789,789
1573,"LIVESTOCK, WHEELER",LIVESTOCK,A,WHEELER,N,1577,1680,1682,1684,1687,1689
1574,"LIVESTOCK, WICHITA",LIVESTOCK,B,WICHITA,N,917,917,917,917,917,917
1575,"LIVESTOCK, WILBARGER",LIVESTOCK,B,WILBARGER,N,913,913,913,913,913,913
1576,"LIVESTOCK, WILLACY",LIVESTOCK,M,WILLACY,N,261,261,261,261,261,261
1577,"LIVESTOCK, WILLIAMSON",LIVESTOCK,G,WILLIAMSON,Y,1455,1455,1455,1455,1455,1455
1577,"LIVESTOCK, WILLIAMSON",LIVESTOCK,K,WILLIAMSON,Y,1,1,1,1,1,1
1578,"LIVESTOCK, WILSON",LIVESTOCK,L,WILSON,N,1737,1737,1737,1737,1737,1737
1579,"LIVESTOCK, WINKLER",LIVESTOCK,F,WINKLER,N,351,351,351,351,351,351
1580,"LIVESTOCK, WISE",LIVESTOCK,C,WISE,N,1575,1575,1575,1575,1575,1575
1581,"LIVESTOCK, WOOD",LIVESTOCK,D,WOOD,N,1810,1810,1810,1810,1810,1810
1582,"LIVESTOCK, YOAKUM",LIVESTOCK,O,YOAKUM,N,281,286,290,296,301,322
1583,"LIVESTOCK, YOUNG",LIVESTOCK,G,YOUNG,N,976,976,976,976,976,976
1584,"LIVESTOCK, ZAPATA",LIVESTOCK,M,ZAPATA,N,479,479,479,479,479,479
1585,"LIVESTOCK, ZAVALA",LIVESTOCK,L,ZAVALA,N,1058,1058,1058,1058,1058,1058
1586,LIVINGSTON,MUNICIPAL,H,POLK,N,2557,2823,3032,3216,3374,3502
1587,LLANO,MUNICIPAL,K,LLANO,N,862,892,878,856,884,913
1588,LOCKHART,MUNICIPAL,L,CALDWELL,N,2251,2676,3105,3547,4010,4465
1589,LOCKNEY,MUNICIPAL,O,FLOYD,N,268,274,276,286,294,300
1590,LOG CABIN,MUNICIPAL,C,HENDERSON,N,80,82,84,89,93,98
1591,LOMETA,MUNICIPAL,G,LAMPASAS,N,179,193,203,216,228,239
1592,LONE OAK,MUNICIPAL,D,HUNT,N,63,76,94,121,161,220
1593,LONE STAR,MUNICIPAL,D,MORRIS,N,186,182,179,181,184,188
1594,LONGHORN TOWN UD,MUNICIPAL,H,HARRIS,N,287,288,289,290,291,292
1595,LOOP 360 WSC,MUNICIPAL,K,TRAVIS,N,1174,1220,1264,1316,1363,1407
1596,LORAINE,MUNICIPAL,F,MITCHELL,N,73,72,71,72,72,73
1597,LORENA,MUNICIPAL,G,MCLENNAN,N,309,339,367,396,429,461
1598,LORENZO,MUNICIPAL,O,CROSBY,N,231,246,258,275,295,310
1599,LOS FRESNOS,MUNICIPAL,M,CAMERON,N,440,514,589,669,752,838
1600,LOS INDIOS,MUNICIPAL,M,CAMERON,N,144,161,179,201,226,251
1601,LOST CREEK MUD,MUNICIPAL,K,TRAVIS,N,1092,1072,1057,1056,1054,1054
1602,LOTT,MUNICIPAL,G,FALLS,N,75,75,73,70,71,73
1603,LOVELADY,MUNICIPAL,I,HOUSTON,N,131,130,128,127,126,126
1604,LOWRY CROSSING,MUNICIPAL,C,COLLIN,N,222,257,308,306,305,305
1605,LUCAS,MUNICIPAL,C,COLLIN,N,2132,2406,3165,3528,3896,3896
1607,LULING,MUNICIPAL,L,CALDWELL,Y,950,1125,1301,1484,1678,1868
1607,LULING,MUNICIPAL,L,GUADALUPE,Y,4,4,5,6,6,7
1608,LUMBERTON,MUNICIPAL,I,HARDIN,N,1656,1852,1990,2097,2191,2263
1609,LUMBERTON MUD,MUNICIPAL,I,HARDIN,N,781,794,802,811,826,838
1610,LYFORD,MUNICIPAL,M,WILLACY,N,291,314,338,368,400,432
1611,LYTLE,MUNICIPAL,L,ATASCOSA,Y,452,510,563,618,673,725
1611,LYTLE,MUNICIPAL,L,BEXAR,Y,11,15,18,21,23,26
1611,LYTLE,MUNICIPAL,L,MEDINA,Y,114,138,158,176,194,209
1613,MABANK,MUNICIPAL,C,HENDERSON,Y,149,156,164,197,383,764
1613,MABANK,MUNICIPAL,C,KAUFMAN,Y,634,740,848,1220,1720,2292
1614,MACBEE SUD,MUNICIPAL,C,KAUFMAN,Y,18,23,28,34,41,49
1614,MACBEE SUD,MUNICIPAL,D,HUNT,Y,23,29,36,46,61,82
1614,MACBEE SUD,MUNICIPAL,D,VAN ZANDT,Y,464,509,543,577,606,630
1615,MACEDONIA-EYLAU MUD #1,MUNICIPAL,D,BOWIE,N,565,574,577,577,577,577
1616,MADERA VALLEY WSC,MUNICIPAL,F,REEVES,N,586,616,644,665,682,694
1617,MADISONVILLE,MUNICIPAL,H,MADISON,N,870,909,947,998,1053,1107
1618,MAGNOLIA,MUNICIPAL,H,MONTGOMERY,N,694,823,997,1256,1637,2230
1619,MALAKOFF,MUNICIPAL,C,HENDERSON,N,272,270,268,272,287,307
1620,MANOR,MUNICIPAL,K,TRAVIS,N,1141,1559,1959,2410,2810,3183
1622,"MANUFACTURING, ANGELINA",MANUFACTURING,I,ANGELINA,N,15249,16858,18487,19934,21478,23142
1623,"MANUFACTURING, ARANSAS",MANUFACTURING,N,ARANSAS,N,137,142,147,151,161,172
1624,"MANUFACTURING, ATASCOSA",MANUFACTURING,L,ATASCOSA,N,12,12,12,12,12,12
1625,"MANUFACTURING, AUSTIN",MANUFACTURING,H,AUSTIN,N,108,117,126,133,145,158
1626,"MANUFACTURING, BAILEY",MANUFACTURING,O,BAILEY,N,316,326,335,343,365,388
1627,"MANUFACTURING, BASTROP",MANUFACTURING,K,BASTROP,N,194,227,262,295,319,345
1628,"MANUFACTURING, BEE",MANUFACTURING,N,BEE,N,1,1,1,1,1,1
1629,"MANUFACTURING, BELL",MANUFACTURING,G,BELL,N,1370,1490,1607,1711,1847,1994
1630,"MANUFACTURING, BEXAR",MANUFACTURING,L,BEXAR,N,22737,25264,27802,30035,32461,35083
1631,"MANUFACTURING, BLANCO",MANUFACTURING,K,BLANCO,N,20,20,20,20,20,20
1632,"MANUFACTURING, BOSQUE",MANUFACTURING,G,BOSQUE,N,2739,3058,3372,3643,3959,4302
1633,"MANUFACTURING, BOWIE",MANUFACTURING,D,BOWIE,N,1579,1714,1845,1957,2115,2286
1634,"MANUFACTURING, BRAZORIA",MANUFACTURING,H,BRAZORIA,N,247938,267567,287195,306824,326452,346081
1635,"MANUFACTURING, BRAZOS",MANUFACTURING,G,BRAZOS,N,2456,2779,3109,3405,3694,4008
1636,"MANUFACTURING, BREWSTER",MANUFACTURING,E,BREWSTER,N,4,4,4,4,4,4
1637,"MANUFACTURING, BROWN",MANUFACTURING,F,BROWN,N,673,726,777,820,886,957
1638,"MANUFACTURING, BURLESON",MANUFACTURING,G,BURLESON,N,139,161,183,203,221,241
1639,"MANUFACTURING, BURNET",MANUFACTURING,K,BURNET,N,1109,1248,1384,1502,1636,1782
1640,"MANUFACTURING, CALDWELL",MANUFACTURING,L,CALDWELL,N,8,9,10,11,12,13
1641,"MANUFACTURING, CALHOUN",MANUFACTURING,L,CALHOUN,N,54857,59235,63575,67406,72238,76419
1642,"MANUFACTURING, CAMERON",MANUFACTURING,M,CAMERON,N,4708,5111,5510,5856,6324,6829
1643,"MANUFACTURING, CAMP",MANUFACTURING,D,CAMP,N,46,48,50,52,55,58
1644,"MANUFACTURING, CARSON",MANUFACTURING,A,CARSON,N,419,460,499,532,576,624
1645,"MANUFACTURING, CASS",MANUFACTURING,D,CASS,N,115199,121355,127237,132324,141299,150883
1646,"MANUFACTURING, CASTRO",MANUFACTURING,O,CASTRO,N,980,1041,1100,1151,1232,1319
1647,"MANUFACTURING, CHAMBERS",MANUFACTURING,H,CHAMBERS,N,11043,11919,12792,13577,14591,15681
1648,"MANUFACTURING, CHEROKEE",MANUFACTURING,I,CHEROKEE,N,413,442,469,492,530,571
1649,"MANUFACTURING, COLEMAN",MANUFACTURING,F,COLEMAN,N,9,9,9,9,9,9
1650,"MANUFACTURING, COLLIN",MANUFACTURING,C,COLLIN,N,3456,3888,4319,4706,5109,5547
1651,"MANUFACTURING, COLORADO",MANUFACTURING,K,COLORADO,N,383,409,433,453,489,528
1652,"MANUFACTURING, COMAL",MANUFACTURING,L,COMAL,N,8563,9314,10045,10672,11553,12507
1653,"MANUFACTURING, COMANCHE",MANUFACTURING,G,COMANCHE,N,36,39,41,43,46,49
1654,"MANUFACTURING, COOKE",MANUFACTURING,C,COOKE,N,226,247,268,286,310,336
1655,"MANUFACTURING, CORYELL",MANUFACTURING,G,CORYELL,N,10,11,12,13,14,15
1656,"MANUFACTURING, CROSBY",MANUFACTURING,O,CROSBY,N,3,3,3,3,3,3
1657,"MANUFACTURING, DALLAS",MANUFACTURING,C,DALLAS,N,37791,41148,44214,46703,46983,47265
1658,"MANUFACTURING, DAWSON",MANUFACTURING,O,DAWSON,N,129,137,144,150,162,175
1659,"MANUFACTURING, DEAF SMITH",MANUFACTURING,O,DEAF SMITH,N,3834,3950,4061,4157,4295,4438
1660,"MANUFACTURING, DENTON",MANUFACTURING,C,DENTON,N,1446,1643,1843,2020,2194,2383
1661,"MANUFACTURING, DEWITT",MANUFACTURING,L,DEWITT,N,550,586,622,652,702,756
1662,"MANUFACTURING, EASTLAND",MANUFACTURING,G,EASTLAND,N,72,77,82,85,91,97
1663,"MANUFACTURING, ECTOR",MANUFACTURING,F,ECTOR,N,3454,3643,3809,3936,4070,4209
1664,"MANUFACTURING, ELLIS",MANUFACTURING,C,ELLIS,N,5247,5403,5560,5716,5716,5716
1665,"MANUFACTURING, EL PASO",MANUFACTURING,E,EL PASO,N,16138,17265,18355,19282,20758,22347
1666,"MANUFACTURING, ERATH",MANUFACTURING,G,ERATH,N,80,88,96,103,112,122
1667,"MANUFACTURING, FALLS",MANUFACTURING,G,FALLS,N,1,1,1,1,1,1
1668,"MANUFACTURING, FANNIN",MANUFACTURING,C,FANNIN,N,88,97,106,114,124,135
1669,"MANUFACTURING, FAYETTE",MANUFACTURING,K,FAYETTE,N,358,395,431,462,501,543
1670,"MANUFACTURING, FISHER",MANUFACTURING,G,FISHER,N,225,255,284,310,336,364
1671,"MANUFACTURING, FORT BEND",MANUFACTURING,H,FORT BEND,N,8971,9306,9576,9755,9233,8739
1672,"MANUFACTURING, GALVESTON",MANUFACTURING,H,GALVESTON,N,56394,57522,58672,59846,61042,62263
1673,"MANUFACTURING, GARZA",MANUFACTURING,O,GARZA,N,2,2,2,2,2,2
1674,"MANUFACTURING, GILLESPIE",MANUFACTURING,K,GILLESPIE,N,1049,1102,1151,1192,1276,1366
1675,"MANUFACTURING, GOLIAD",MANUFACTURING,L,GOLIAD,N,34,51,68,85,102,122
1676,"MANUFACTURING, GONZALES",MANUFACTURING,L,GONZALES,N,1671,1794,1914,2020,2163,2316
1677,"MANUFACTURING, GRAY",MANUFACTURING,A,GRAY,N,4350,4418,4463,4481,4301,4129
1678,"MANUFACTURING, GRAYSON",MANUFACTURING,C,GRAYSON,N,4905,5329,5729,6065,6584,7147
1679,"MANUFACTURING, GREGG",MANUFACTURING,D,GREGG,N,4251,4713,5165,5554,6028,6542
1680,"MANUFACTURING, GRIMES",MANUFACTURING,G,GRIMES,N,361,408,455,497,539,585
1681,"MANUFACTURING, GUADALUPE",MANUFACTURING,L,GUADALUPE,N,3003,3300,3585,3830,4161,4521
1682,"MANUFACTURING, HALE",MANUFACTURING,O,HALE,N,2830,2944,3052,3144,3322,3510
1683,"MANUFACTURING, HAMILTON",MANUFACTURING,G,HAMILTON,N,5,6,7,8,9,10
1684,"MANUFACTURING, HANSFORD",MANUFACTURING,A,HANSFORD,N,58,61,63,65,70,74
1685,"MANUFACTURING, HARDEMAN",MANUFACTURING,B,HARDEMAN,N,276,294,313,332,332,332
1686,"MANUFACTURING, HARDIN",MANUFACTURING,I,HARDIN,N,288,318,349,377,407,439
1687,"MANUFACTURING, HARRIS",MANUFACTURING,H,HARRIS,N,424761,449218,470881,487094,478957,470956
1688,"MANUFACTURING, HARRISON",MANUFACTURING,D,HARRISON,N,95100,104187,113268,121203,130511,140534
1689,"MANUFACTURING, HARTLEY",MANUFACTURING,A,HARTLEY,N,5,5,5,5,5,5
1690,"MANUFACTURING, HAYS",MANUFACTURING,K,HAYS,Y,347,398,449,495,537,583
1690,"MANUFACTURING, HAYS",MANUFACTURING,L,HAYS,Y,107,122,138,152,165,179
1691,"MANUFACTURING, HEMPHILL",MANUFACTURING,A,HEMPHILL,N,6,6,6,6,6,6
1692,"MANUFACTURING, HENDERSON",MANUFACTURING,C,HENDERSON,Y,575,594,613,633,652,671
1692,"MANUFACTURING, HENDERSON",MANUFACTURING,I,HENDERSON,Y,54,62,70,78,86,95
1693,"MANUFACTURING, HIDALGO",MANUFACTURING,M,HIDALGO,N,5461,5909,6357,6756,7276,7836
1694,"MANUFACTURING, HILL",MANUFACTURING,G,HILL,N,45,50,55,60,65,70
1695,"MANUFACTURING, HOCKLEY",MANUFACTURING,O,HOCKLEY,N,1185,1188,1191,1193,1198,1203
1696,"MANUFACTURING, HOOD",MANUFACTURING,G,HOOD,N,25,27,29,31,34,37
1697,"MANUFACTURING, HOPKINS",MANUFACTURING,D,HOPKINS,N,1741,1830,1915,1987,2126,2275
1698,"MANUFACTURING, HOUSTON",MANUFACTURING,I,HOUSTON,N,307,338,367,393,425,460
1699,"MANUFACTURING, HOWARD",MANUFACTURING,F,HOWARD,N,2748,2872,2994,3097,3290,3495
1700,"MANUFACTURING, HUDSPETH",MANUFACTURING,E,HUDSPETH,N,2,2,2,2,2,2
1701,"MANUFACTURING, HUNT",MANUFACTURING,D,HUNT,N,705,837,980,1116,1210,1312
1702,"MANUFACTURING, HUTCHINSON",MANUFACTURING,A,HUTCHINSON,N,25347,26827,28249,29483,31540,33741
1703,"MANUFACTURING, JACK",MANUFACTURING,C,JACK,N,2,2,2,2,2,2
1704,"MANUFACTURING, JACKSON",MANUFACTURING,P,JACKSON,N,670,690,709,725,771,820
1705,"MANUFACTURING, JASPER",MANUFACTURING,I,JASPER,N,91580,94982,97956,100186,100271,100356
1706,"MANUFACTURING, JEFFERSON",MANUFACTURING,I,JEFFERSON,N,423258,603321,629171,655034,680914,707817
1707,"MANUFACTURING, JOHNSON",MANUFACTURING,G,JOHNSON,N,2517,2903,3295,3646,3994,4375
1708,"MANUFACTURING, KARNES",MANUFACTURING,L,KARNES,N,171,175,179,182,192,203
1709,"MANUFACTURING, KAUFMAN",MANUFACTURING,C,KAUFMAN,N,813,869,928,993,1061,1134
1710,"MANUFACTURING, KERR",MANUFACTURING,J,KERR,N,25,27,29,30,32,34
1711,"MANUFACTURING, KIMBLE",MANUFACTURING,F,KIMBLE,N,701,752,804,852,916,985
1712,"MANUFACTURING, LAMAR",MANUFACTURING,D,LAMAR,N,6427,6741,7045,7306,7805,8338
1713,"MANUFACTURING, LAMB",MANUFACTURING,O,LAMB,N,616,642,667,688,733,781
1714,"MANUFACTURING, LAMPASAS",MANUFACTURING,G,LAMPASAS,N,185,199,213,226,243,261
1715,"MANUFACTURING, LAVACA",MANUFACTURING,P,LAVACA,N,490,531,571,605,653,705
1716,"MANUFACTURING, LEE",MANUFACTURING,G,LEE,N,13,14,15,16,17,18
1717,"MANUFACTURING, LEON",MANUFACTURING,H,LEON,N,834,958,1083,1196,1301,1415
1718,"MANUFACTURING, LIBERTY",MANUFACTURING,H,LIBERTY,N,440,508,578,641,696,756
1719,"MANUFACTURING, LIMESTONE",MANUFACTURING,G,LIMESTONE,N,93,102,111,118,127,137
1720,"MANUFACTURING, LIPSCOMB",MANUFACTURING,A,LIPSCOMB,N,147,155,161,167,180,193
1721,"MANUFACTURING, LIVE OAK",MANUFACTURING,N,LIVE OAK,N,2024,2058,2089,2114,2221,2333
1722,"MANUFACTURING, LLANO",MANUFACTURING,K,LLANO,N,3,3,3,3,3,3
1723,"MANUFACTURING, LUBBOCK",MANUFACTURING,O,LUBBOCK,N,2161,2354,2540,2697,2914,3148
1724,"MANUFACTURING, MCCULLOCH",MANUFACTURING,F,MCCULLOCH,N,500,540,578,611,663,719
1725,"MANUFACTURING, MCLENNAN",MANUFACTURING,G,MCLENNAN,N,5087,5724,6373,6955,7532,8157
1726,"MANUFACTURING, MADISON",MANUFACTURING,H,MADISON,N,226,247,268,287,311,337
1727,"MANUFACTURING, MARION",MANUFACTURING,D,MARION,N,72,76,79,83,89,95
1728,"MANUFACTURING, MARTIN",MANUFACTURING,F,MARTIN,N,41,42,43,44,47,50
1729,"MANUFACTURING, MATAGORDA",MANUFACTURING,K,MATAGORDA,N,16253,16991,17686,18259,19267,20342
1730,"MANUFACTURING, MAVERICK",MANUFACTURING,M,MAVERICK,N,93,98,103,107,114,121
1731,"MANUFACTURING, MEDINA",MANUFACTURING,L,MEDINA,N,48,52,56,60,65,70
1732,"MANUFACTURING, MIDLAND",MANUFACTURING,F,MIDLAND,N,230,250,269,285,309,335
1733,"MANUFACTURING, MILAM",MANUFACTURING,G,MILAM,N,12,12,12,14,14,14
1734,"MANUFACTURING, MILLS",MANUFACTURING,K,MILLS,N,2,2,2,2,2,2
1735,"MANUFACTURING, MONTAGUE",MANUFACTURING,B,MONTAGUE,N,5,6,8,10,10,10
1736,"MANUFACTURING, MONTGOMERY",MANUFACTURING,H,MONTGOMERY,N,2135,2388,2640,2863,3107,3372
1737,"MANUFACTURING, MOORE",MANUFACTURING,A,MOORE,N,9052,9549,10038,10469,11179,11937
1738,"MANUFACTURING, MORRIS",MANUFACTURING,D,MORRIS,N,95931,102101,107795,112420,121294,130868
1739,"MANUFACTURING, MOTLEY",MANUFACTURING,O,MOTLEY,N,6,6,6,6,6,6
1740,"MANUFACTURING, NACOGDOCHES",MANUFACTURING,I,NACOGDOCHES,N,2564,2798,3029,3228,3483,3758
1741,"MANUFACTURING, NAVARRO",MANUFACTURING,C,NAVARRO,N,1114,1249,1384,1519,1654,1789
1742,"MANUFACTURING, NEWTON",MANUFACTURING,I,NEWTON,N,568,644,721,791,858,931
1743,"MANUFACTURING, NOLAN",MANUFACTURING,G,NOLAN,N,1420,1611,1799,1965,2130,2309
1744,"MANUFACTURING, NUECES",MANUFACTURING,N,NUECES,N,50276,53425,56500,59150,63313,67769
1745,"MANUFACTURING, ORANGE",MANUFACTURING,I,ORANGE,N,64461,70439,76399,81690,87641,94026
1746,"MANUFACTURING, PALO PINTO",MANUFACTURING,G,PALO PINTO,N,49,53,57,61,67,74
1747,"MANUFACTURING, PANOLA",MANUFACTURING,I,PANOLA,N,1393,1454,1513,1564,1667,1777
1748,"MANUFACTURING, PARKER",MANUFACTURING,C,PARKER,N,638,729,821,912,1004,1095
1749,"MANUFACTURING, PARMER",MANUFACTURING,O,PARMER,N,2233,2365,2492,2603,2782,2973
1750,"MANUFACTURING, PECOS",MANUFACTURING,F,PECOS,N,103,103,103,103,103,103
1751,"MANUFACTURING, POLK",MANUFACTURING,I,POLK,N,604,687,774,854,924,1000
1752,"MANUFACTURING, POTTER",MANUFACTURING,A,POTTER,N,9713,10461,11191,11823,12691,13622
1753,"MANUFACTURING, RAINS",MANUFACTURING,D,RAINS,N,3,3,3,3,3,3
1754,"MANUFACTURING, RANDALL",MANUFACTURING,A,RANDALL,N,589,638,684,722,784,852
1755,"MANUFACTURING, RED RIVER",MANUFACTURING,D,RED RIVER,N,9,9,9,9,10,11
1756,"MANUFACTURING, REEVES",MANUFACTURING,F,REEVES,N,197,201,205,208,220,233
1757,"MANUFACTURING, ROBERTSON",MANUFACTURING,G,ROBERTSON,N,133,154,176,197,214,232
1758,"MANUFACTURING, ROCKWALL",MANUFACTURING,C,ROCKWALL,N,35,40,45,50,55,61
1759,"MANUFACTURING, RUNNELS",MANUFACTURING,F,RUNNELS,N,48,52,56,59,64,69
1760,"MANUFACTURING, RUSK",MANUFACTURING,I,RUSK,N,317,342,363,381,409,439
1761,"MANUFACTURING, SABINE",MANUFACTURING,I,SABINE,N,467,536,606,668,724,785
1762,"MANUFACTURING, SAN AUGUSTINE",MANUFACTURING,I,SAN AUGUSTINE,N,8,9,10,11,12,13
1763,"MANUFACTURING, SAN JACINTO",MANUFACTURING,H,SAN JACINTO,N,11,12,13,14,15,16
1764,"MANUFACTURING, SAN PATRICIO",MANUFACTURING,N,SAN PATRICIO,N,39737,43098,46416,49338,53027,56991
1765,"MANUFACTURING, SAN SABA",MANUFACTURING,K,SAN SABA,N,8,8,8,8,8,8
1766,"MANUFACTURING, SHELBY",MANUFACTURING,I,SHELBY,N,1510,1639,1768,1882,2021,2170
1767,"MANUFACTURING, SMITH",MANUFACTURING,D,SMITH,Y,300,327,354,377,408,442
1767,"MANUFACTURING, SMITH",MANUFACTURING,I,SMITH,Y,5120,5597,6055,6443,6976,7553
1768,"MANUFACTURING, SOMERVELL",MANUFACTURING,G,SOMERVELL,N,8,9,10,11,12,13
1769,"MANUFACTURING, STEPHENS",MANUFACTURING,G,STEPHENS,N,9,10,11,12,13,14
1770,"MANUFACTURING, TARRANT",MANUFACTURING,C,TARRANT,N,20444,23630,26924,29919,32457,35210
1771,"MANUFACTURING, TAYLOR",MANUFACTURING,G,TAYLOR,N,1653,1800,1942,2063,2236,2424
1772,"MANUFACTURING, TERRY",MANUFACTURING,O,TERRY,N,2,2,2,2,2,2
1773,"MANUFACTURING, TITUS",MANUFACTURING,D,TITUS,N,8995,9315,9615,9864,10537,11256
1774,"MANUFACTURING, TOM GREEN",MANUFACTURING,F,TOM GREEN,N,2387,2615,2839,3034,3273,3531
1775,"MANUFACTURING, TRAVIS",MANUFACTURING,K,TRAVIS,N,35790,48710,63858,72991,81781,91630
1776,"MANUFACTURING, TYLER",MANUFACTURING,I,TYLER,N,476,483,490,496,501,506
1777,"MANUFACTURING, UPSHUR",MANUFACTURING,D,UPSHUR,N,272,291,312,330,355,382
1778,"MANUFACTURING, UVALDE",MANUFACTURING,L,UVALDE,N,289,300,311,321,342,364
1779,"MANUFACTURING, VAN ZANDT",MANUFACTURING,D,VAN ZANDT,N,681,724,764,797,860,928
1780,"MANUFACTURING, VICTORIA",MANUFACTURING,L,VICTORIA,N,30977,33815,36640,39165,42005,45051
1781,"MANUFACTURING, WALKER",MANUFACTURING,H,WALKER,N,312,312,312,312,312,312
1782,"MANUFACTURING, WALLER",MANUFACTURING,H,WALLER,N,134,149,164,177,192,208
